1	806	1
1	807	1
1	808	1
1	932	1
2	118	1
2	138	1
2	141	1
2	168	1
2	351	1
2	385	1
2	427	1
2	538	1
2	539	1
2	548	1
2	610	1
2	757	1
2	771	1
2	861	1
2	873	1
2	875	1
2	877	1
2	878	1
2	941	1
2	962	1
3	931	1
4	29	1
4	46	1
4	109	1
4	122	1
4	154	1
4	201	1
4	202	1
4	212	1
4	217	1
4	251	1
4	310	1
4	342	1
4	382	1
4	404	1
4	406	1
4	417	1
4	424	1
4	427	1
4	431	1
4	432	1
4	457	1
4	466	1
4	481	1
4	486	1
4	541	1
4	581	1
4	586	1
4	703	1
4	707	1
4	721	1
4	738	1
4	752	1
4	765	1
4	771	1
4	824	1
4	826	1
4	831	1
4	858	1
4	875	1
4	941	1
4	960	1
4	982	1
4	983	1
4	998	1
4	999	1
4	1001	1
4	1003	1
4	1031	1
4	1034	1
4	1050	1
5	14	1
5	42	1
5	76	1
5	109	1
5	144	1
5	154	1
5	166	1
5	180	1
5	236	1
5	276	1
5	309	1
5	340	1
5	345	1
5	385	1
5	439	1
5	451	1
5	486	1
5	543	1
5	548	1
5	586	1
5	630	1
5	635	1
5	680	1
5	689	1
5	694	1
5	707	1
5	717	1
5	750	1
5	771	1
5	867	1
5	875	1
5	941	1
5	1015	1
6	144	1
6	812	1
7	154	1
7	155	1
7	427	1
8	155	1
8	158	1
8	880	1
9	32	1
9	52	1
9	122	1
9	130	1
9	154	1
9	166	1
9	168	1
9	255	1
9	351	1
9	403	1
9	418	1
9	466	1
9	756	1
9	905	1
9	1016	1
10	141	1
10	255	1
10	404	1
10	874	1
10	875	1
11	20	1
11	120	1
11	154	1
11	197	1
11	201	1
11	244	1
11	255	1
11	299	1
11	310	1
11	371	1
11	377	1
11	385	1
11	404	1
11	406	1
11	427	1
11	452	1
11	527	1
11	541	1
11	610	1
11	613	1
11	671	1
11	694	1
11	717	1
11	764	1
11	771	1
11	802	1
11	858	1
11	861	1
11	867	1
11	874	1
11	971	1
11	1037	1
12	131	1
12	255	1
12	272	1
12	282	1
12	307	1
12	382	1
12	385	1
12	618	1
12	861	1
12	875	1
12	941	1
13	46	1
13	228	1
13	255	1
13	764	1
13	940	1
13	1037	1
14	16	1
14	468	1
14	483	1
14	490	1
14	491	1
14	556	1
14	944	1
14	952	1
14	959	1
14	1035	1
15	11	1
15	72	1
15	80	1
15	89	1
15	152	1
15	166	1
15	186	1
15	351	1
15	452	1
15	456	1
15	457	1
15	459	1
15	647	1
15	711	1
15	732	1
15	752	1
15	755	1
15	765	1
15	813	1
15	830	1
15	849	1
16	122	1
16	154	1
16	168	1
16	304	1
16	382	1
16	385	1
16	717	1
16	832	1
16	858	1
16	875	1
16	941	1
17	658	1
18	20	1
18	63	1
18	138	1
18	154	1
18	168	1
18	251	1
18	285	1
18	301	1
18	310	1
18	372	1
18	382	1
18	404	1
18	427	1
18	428	1
18	460	1
18	463	1
18	466	1
18	481	1
18	486	1
18	527	1
18	539	1
18	548	1
18	577	1
18	654	1
18	671	1
18	683	1
18	703	1
18	709	1
18	761	1
18	764	1
18	771	1
18	812	1
18	824	1
18	826	1
18	867	1
18	918	1
18	930	1
18	936	1
18	941	1
18	975	1
18	999	1
18	1031	1
18	1046	1
19	59	1
19	82	1
19	110	1
19	122	1
19	187	1
19	298	1
19	299	1
19	369	1
19	372	1
19	378	1
19	404	1
19	406	1
19	428	1
19	503	1
19	527	1
19	566	1
19	661	1
19	776	1
19	861	1
19	864	1
19	880	1
19	941	1
20	154	1
20	255	1
20	310	1
20	428	1
20	548	1
20	804	1
20	806	1
20	931	1
20	932	1
20	935	1
20	941	1
21	130	1
21	134	1
21	136	1
21	138	1
21	141	1
21	265	1
21	281	1
21	306	1
21	812	1
21	877	1
21	881	1
21	1020	1
22	122	1
22	154	1
22	880	1
22	941	1
22	1031	1
23	47	1
23	268	1
23	428	1
24	776	1
24	782	1
24	785	1
24	788	1
24	792	1
24	799	1
25	49	1
25	351	1
25	427	1
25	538	1
25	658	1
25	746	1
25	750	1
25	1050	1
26	46	1
26	47	1
26	55	1
26	57	1
26	58	1
26	59	1
26	80	1
26	86	1
26	114	1
26	118	1
26	122	1
26	125	1
26	130	1
26	132	1
26	133	1
26	138	1
26	141	1
26	146	1
26	147	1
26	154	1
26	155	1
26	156	1
26	163	1
26	171	1
26	194	1
26	199	1
26	240	1
26	250	1
26	254	1
26	257	1
26	258	1
26	259	1
26	260	1
26	262	1
26	264	1
26	267	1
26	273	1
26	275	1
26	277	1
26	278	1
26	281	1
26	284	1
26	287	1
26	288	1
26	290	1
26	291	1
26	292	1
26	293	1
26	294	1
26	299	1
26	304	1
26	345	1
26	346	1
26	347	1
26	348	1
26	352	1
26	363	1
26	371	1
26	380	1
26	381	1
26	385	1
26	399	1
26	404	1
26	409	1
26	412	1
26	419	1
26	422	1
26	423	1
26	428	1
26	441	1
26	452	1
26	489	1
26	496	1
26	501	1
26	528	1
26	548	1
26	613	1
26	640	1
26	694	1
26	696	1
26	707	1
26	712	1
26	718	1
26	720	1
26	731	1
26	757	1
26	771	1
26	776	1
26	791	1
26	802	1
26	861	1
26	862	1
26	864	1
26	865	1
26	876	1
26	879	1
26	880	1
26	881	1
26	882	1
26	884	1
26	905	1
26	927	1
26	941	1
26	959	1
26	961	1
26	965	1
26	971	1
26	974	1
26	975	1
26	987	1
26	1016	1
26	1020	1
26	1037	1
27	20	1
27	64	1
27	109	1
27	186	1
27	196	1
27	197	1
27	217	1
27	226	1
27	251	1
27	310	1
27	351	1
27	403	1
27	452	1
27	486	1
27	526	1
27	533	1
27	541	1
27	647	1
27	680	1
27	694	1
27	700	1
27	703	1
27	732	1
27	747	1
27	748	1
27	752	1
27	765	1
27	771	1
27	867	1
27	874	1
27	898	1
27	914	1
27	937	1
27	941	1
27	971	1
27	983	1
27	1001	1
27	1031	1
27	1037	1
28	154	1
28	269	1
28	546	1
28	548	1
28	941	1
28	1031	1
29	26	1
29	44	1
29	110	1
29	122	1
29	144	1
29	187	1
29	202	1
29	215	1
29	226	1
29	345	1
29	420	1
29	444	1
29	457	1
29	467	1
29	489	1
29	534	1
29	541	1
29	581	1
29	615	1
29	640	1
29	649	1
29	673	1
29	750	1
29	769	1
29	785	1
29	792	1
29	795	1
29	801	1
29	874	1
29	946	1
29	982	1
29	1032	1
29	1034	1
30	51	1
30	71	1
30	84	1
30	95	1
30	96	1
30	99	1
30	112	1
30	235	1
30	238	1
30	304	1
30	345	1
30	360	1
30	431	1
30	462	1
30	474	1
30	498	1
30	515	1
30	524	1
30	532	1
31	14	1
31	30	1
31	35	1
31	36	1
31	60	1
31	63	1
31	109	1
31	111	1
31	244	1
31	256	1
31	295	1
31	307	1
31	351	1
31	353	1
31	371	1
31	387	1
31	388	1
31	389	1
31	457	1
31	464	1
31	465	1
31	539	1
31	541	1
31	548	1
31	549	1
31	553	1
31	554	1
31	556	1
31	557	1
31	558	1
31	581	1
31	582	1
31	586	1
31	613	1
31	643	1
31	644	1
31	645	1
31	669	1
31	715	1
31	732	1
31	748	1
31	752	1
31	765	1
31	771	1
31	773	1
31	779	1
31	788	1
31	800	1
31	803	1
31	850	1
31	912	1
31	913	1
31	941	1
31	942	1
31	944	1
31	960	1
31	1024	1
31	1031	1
32	186	1
32	202	1
32	204	1
32	436	1
32	452	1
32	466	1
32	647	1
32	666	1
32	671	1
32	941	1
32	1031	1
33	9	1
33	22	1
33	52	1
33	64	1
33	88	1
33	110	1
33	128	1
33	144	1
33	154	1
33	161	1
33	166	1
33	187	1
33	201	1
33	202	1
33	252	1
33	255	1
33	300	1
33	304	1
33	352	1
33	371	1
33	406	1
33	452	1
33	454	1
33	458	1
33	469	1
33	489	1
33	534	1
33	541	1
33	581	1
33	610	1
33	614	1
33	619	1
33	620	1
33	642	1
33	671	1
33	705	1
33	706	1
33	717	1
33	724	1
33	725	1
33	771	1
33	780	1
33	781	1
33	792	1
33	839	1
33	861	1
33	867	1
33	898	1
33	965	1
33	999	1
33	1031	1
34	427	1
35	310	1
35	375	1
35	804	1
