1	169	1
2	109	1
3	169	1
4	61	1
4	116	1
4	166	1
4	169	1
4	207	1
4	225	1
4	231	1
4	254	1
4	255	1
5	109	1
5	129	1
5	256	1
5	257	1
5	258	1
6	109	1
7	94	1
8	5	1
8	7	1
8	20	1
8	21	1
8	62	1
8	91	1
8	101	1
8	106	1
8	133	1
8	155	1
8	158	1
8	163	1
8	164	1
8	184	1
8	185	1
8	186	1
8	189	1
8	190	1
8	194	1
8	196	1
8	202	1
8	210	1
8	224	1
8	225	1
8	252	1
8	259	1
9	12	1
9	48	1
9	61	1
9	155	1
9	182	1
9	211	1
9	221	1
9	231	1
9	235	1
9	242	1
9	289	1
10	115	1
11	51	1
11	61	1
11	94	1
11	155	1
11	160	1
11	161	1
11	225	1
12	282	1
13	61	1
13	69	1
13	166	1
13	184	1
13	225	1
13	231	1
13	232	1
14	50	1
14	55	1
14	59	1
14	60	1
14	101	1
14	111	1
14	137	1
14	140	1
14	144	1
14	146	1
14	154	1
14	155	1
14	159	1
14	286	1
15	69	1
15	121	1
15	184	1
15	191	1
15	234	1
15	256	1
15	258	1
15	263	1
15	291	1
16	63	1
16	126	1
17	109	1
17	146	1
18	169	1
19	169	1
20	256	1
21	54	1
21	55	1
21	59	1
21	60	1
21	107	1
21	111	1
21	182	1
21	225	1
22	51	1
23	5	1
23	182	1
23	231	1
24	2	1
24	8	1
24	15	1
24	19	1
24	22	1
24	48	1
24	51	1
24	60	1
24	61	1
24	64	1
24	92	1
24	96	1
24	107	1
24	108	1
24	115	1
24	118	1
24	121	1
24	124	1
24	127	1
24	130	1
24	137	1
24	147	1
24	148	1
24	162	1
24	166	1
24	167	1
24	182	1
24	198	1
24	208	1
24	215	1
24	217	1
24	220	1
24	221	1
24	227	1
24	228	1
24	231	1
24	243	1
24	245	1
24	260	1
24	274	1
24	278	1
24	282	1
25	206	1
26	12	1
26	13	1
26	14	1
26	23	1
26	48	1
26	51	1
26	52	1
26	53	1
26	57	1
26	59	1
26	61	1
26	65	1
26	66	1
26	106	1
26	118	1
26	130	1
26	137	1
26	139	1
26	148	1
26	149	1
26	150	1
26	151	1
26	153	1
26	154	1
26	158	1
26	159	1
26	160	1
26	166	1
26	167	1
26	170	1
26	181	1
26	182	1
26	184	1
26	187	1
26	194	1
26	199	1
26	200	1
26	211	1
26	212	1
26	213	1
26	215	1
26	219	1
26	225	1
26	231	1
26	236	1
26	237	1
26	238	1
26	243	1
26	244	1
26	260	1
26	261	1
26	262	1
26	264	1
26	265	1
26	266	1
26	267	1
26	275	1
26	282	1
26	283	1
26	284	1
26	285	1
26	286	1
27	5	1
27	61	1
27	93	1
27	135	1
27	136	1
27	137	1
27	138	1
27	155	1
27	162	1
27	178	1
27	179	1
27	231	1
27	251	1
27	255	1
27	282	1
28	226	1
29	11	1
29	61	1
29	119	1
29	143	1
29	155	1
29	195	1
29	227	1
29	256	1
30	6	1
30	160	1
30	166	1
30	222	1
30	223	1
30	225	1
30	248	1
30	261	1
30	275	1
30	279	1
31	5	1
31	155	1
31	229	1
31	230	1
31	231	1
31	255	1
31	261	1
32	109	1
33	63	1
33	107	1
33	225	1
34	3	1
34	120	1
35	137	1
35	138	1
35	178	1
36	1	1
36	4	1
36	5	1
36	9	1
36	10	1
36	12	1
36	16	1
36	17	1
36	18	1
36	24	1
36	25	1
36	26	1
36	27	1
36	28	1
36	29	1
36	30	1
36	31	1
36	32	1
36	33	1
36	34	1
36	35	1
36	36	1
36	37	1
36	38	1
36	39	1
36	40	1
36	41	1
36	42	1
36	43	1
36	44	1
36	45	1
36	46	1
36	47	1
36	48	1
36	49	1
36	51	1
36	54	1
36	55	1
36	56	1
36	58	1
36	59	1
36	60	1
36	61	1
36	63	1
36	67	1
36	68	1
36	70	1
36	71	1
36	72	1
36	73	1
36	74	1
36	75	1
36	76	1
36	77	1
36	78	1
36	79	1
36	80	1
36	81	1
36	82	1
36	83	1
36	84	1
36	85	1
36	86	1
36	87	1
36	88	1
36	89	1
36	90	1
36	93	1
36	94	1
36	95	1
36	97	1
36	98	1
36	99	1
36	100	1
36	102	1
36	103	1
36	104	1
36	105	1
36	110	1
36	112	1
36	113	1
36	114	1
36	117	1
36	122	1
36	123	1
36	125	1
36	128	1
36	131	1
36	132	1
36	134	1
36	141	1
36	142	1
36	145	1
36	147	1
36	148	1
36	149	1
36	151	1
36	152	1
36	153	1
36	155	1
36	156	1
36	157	1
36	158	1
36	160	1
36	165	1
36	166	1
36	168	1
36	171	1
36	172	1
36	173	1
36	174	1
36	175	1
36	176	1
36	177	1
36	178	1
36	180	1
36	182	1
36	183	1
36	184	1
36	188	1
36	192	1
36	193	1
36	197	1
36	199	1
36	201	1
36	203	1
36	204	1
36	205	1
36	209	1
36	211	1
36	214	1
36	216	1
36	218	1
36	219	1
36	221	1
36	222	1
36	225	1
36	231	1
36	233	1
36	235	1
36	236	1
36	239	1
36	240	1
36	241	1
36	242	1
36	246	1
36	247	1
36	249	1
36	250	1
36	252	1
36	253	1
36	261	1
36	267	1
36	268	1
36	269	1
36	270	1
36	271	1
36	272	1
36	273	1
36	276	1
36	277	1
36	281	1
36	282	1
36	287	1
36	288	1
36	290	1
36	292	1
37	23	1
37	61	1
37	62	1
37	94	1
37	106	1
37	107	1
37	154	1
37	155	1
37	184	1
37	231	1
38	5	1
38	107	1
38	231	1
39	280	1
